code_alea,alea,code_municipalite,municipalite,precision_localisation,info_compl_localisation,severite,date_signalement,date_debut,date_debut_imprecise,commentaire_date_debut,date_fin,coord_x,coord_y
"8",Inondation,"40043",Val-des-Sources,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-27,2021-03-27,Non,,2021-10-15,-71.921635,45.773866
"8",Inondation,"57068",Saint-Denis-sur-Richelieu,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-02-19,2022-02-17,Non,,2022-03-15,-73.156656,45.782803
"101",Mouvement de terrain,"03005",Gaspé,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-12-02,2020-12-01,Non,,2021-01-11,-64.488027,48.82908
"8",Inondation,"03005",Gaspé,Précise,,Menace faible ou non-existante à la vie ou la propriété,2021-09-04,2021-09-04,Non,,2021-10-18,-64.413469,48.989775
"138",Orage violent,"78100",Val-des-Lacs,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-24,2022-05-21,Non,,2022-06-08,-74.342827,46.182404
"101",Mouvement de terrain,"78100",Val-des-Lacs,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-08-02,2021-06-30,Non,,2022-02-23,-74.35456,46.194249
"8",Inondation,"78100",Val-des-Lacs,Précise,,Menace possible à la vie ou à la propriété,2021-01-14,,,,2021-04-13,-74.401426,46.191478
"8",Inondation,"78100",Val-des-Lacs,Précise,,Menace possible à la vie ou à la propriété,2021-06-30,2021-06-30,Non,,2022-02-23,-74.383315,46.214639
"101",Mouvement de terrain,"15065",Baie-Sainte-Catherine,Très précise,Érosion de falaise et bris de fosse septique,Gravité inconnue,2021-01-04,2020-12-25,Non,,2021-03-26,-69.74728,48.078915
"158",Fermeture de route,"49058",Drummondville,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-04-23,2022-04-23,Non,,2022-06-15,-72.505178,45.869975
"101",Mouvement de terrain,"49058",Drummondville,Très précise,Glissement,Menace faible ou non-existante à la vie ou la propriété,2021-04-07,2021-04-06,Non,,2021-08-18,-72.276379,45.83405
"101",Mouvement de terrain,"49058",Drummondville,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-07-08,,Oui,,,-72.27769,45.83425
"248",Alimentation publique en eau potable,"97022",Port-Cartier,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-02-02,2022-02-01,Non,,2022-02-07,-66.84715,50.037631
"248",Alimentation publique en eau potable,"97022",Port-Cartier,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-10-27,2021-10-26,Non,,2021-12-06,-66.890342,50.023556
"158",Fermeture de route,"97022",Port-Cartier,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-03-13,,,,2020-11-17,-66.890342,50.023556
"158",Fermeture de route,"97022",Port-Cartier,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-02,2021-03-02,Non,,2021-03-10,-66.890342,50.023556
"101",Mouvement de terrain,"97022",Port-Cartier,Très précise,Glissement de terrain,Gravité inconnue,2022-06-15,,Oui,La propriétaire a constaté le glissement le matin du 15 juin 2022,,-66.958585,49.980586
"25",Panne d'électricité,"97022",Port-Cartier,Précise,,Menace faible ou non-existante à la vie ou la propriété,2021-02-21,2021-02-21,Non,,2021-03-10,-67.162838,49.785972
"8",Inondation,"70040",Saint-Stanislas-de-Kostka,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-04-05,2022-03-19,Non,,2022-04-12,-74.169967,45.197294
"101",Mouvement de terrain,"60037",L'Épiphanie,Très précise,Glissement de terrain,Menace faible ou non-existante à la vie ou la propriété,2020-07-02,2019-06-01,Oui,Été 2019,2020-11-02,-73.552367,45.836856
"101",Mouvement de terrain,"60037",L'Épiphanie,Très précise,Glissement de terrain,Menace faible ou non-existante à la vie ou la propriété,2021-04-23,2021-04-23,Non,,2021-10-05,-73.477363,45.84986
"101",Mouvement de terrain,"60037",L'Épiphanie,Très précise,,Menace possible à la vie ou à la propriété,2021-09-03,,Oui,Au cours des dernières semaines,2022-01-10,-73.480709,45.846813
"101",Mouvement de terrain,"60037",L'Épiphanie,Très précise,Mouvement de sol,Menace possible à la vie ou à la propriété,2021-03-29,2021-03-27,Non,,2021-10-26,-73.471555,45.851137
"101",Mouvement de terrain,"60037",L'Épiphanie,Très précise,Mouvement de sol,Menace possible à la vie ou à la propriété,2022-04-07,,Oui,Entre le 5 et le 7 avril 2022,2022-05-17,-73.476386,45.850083
"0",Autre,"60037",L'Épiphanie,Imprécise,,Gravité inconnue,2021-02-04,2020-12-25,Oui,La découverte des fissures aurait eu lieu lors du redoux hivernal du 25 décembre 2020.,2021-03-09,-73.484155,45.848426
"9",Érosion,"19110",Saint-Michel-de-Bellechasse,Très précise,,Menace possible à la vie ou à la propriété,2020-05-20,2020-04-10,Non,,2022-01-17,-70.87116,46.893727
"9",Érosion,"19110",Saint-Michel-de-Bellechasse,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-04-17,2020-04-10,Non,,2022-01-17,-70.895489,46.884514
"9",Érosion,"19110",Saint-Michel-de-Bellechasse,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-05-20,2020-04-10,Non,,2022-01-17,-70.859283,46.889789
"9",Érosion,"19110",Saint-Michel-de-Bellechasse,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-04-17,2020-04-10,Non,,2022-01-17,-70.895018,46.884714
"9",Érosion,"19110",Saint-Michel-de-Bellechasse,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-05-22,2020-04-10,Non,,2022-01-17,-70.858958,46.89032
"9",Érosion,"19110",Saint-Michel-de-Bellechasse,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-04-17,2020-04-10,Non,,2022-01-17,-70.860141,46.890524
"9",Érosion,"19110",Saint-Michel-de-Bellechasse,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-05-21,2020-04-10,Non,,2022-01-17,-70.888637,46.887821
"9",Érosion,"19110",Saint-Michel-de-Bellechasse,Très précise,,Menace possible à la vie ou à la propriété,2020-04-17,2020-04-10,Non,,2022-01-17,-70.859603,46.888609
"9",Érosion,"19110",Saint-Michel-de-Bellechasse,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-05-07,2020-04-10,Non,,2022-01-17,-70.89815,46.882481
"9",Érosion,"19110",Saint-Michel-de-Bellechasse,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-04-28,2020-04-10,Non,,2022-01-17,-70.897903,46.882743
"101",Mouvement de terrain,"82025",Chelsea,Très précise,Recommandation du MTQ d'évacuer la résidence,Menace extraordinaire à la vie ou à la propriété,2022-03-18,2022-03-18,Oui,Évolution de l'érosion et du talus,2022-05-16,-75.78149,45.492659
"25",Panne d'électricité,"82025",Chelsea,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-22,2022-05-21,Non,,2022-07-20,-75.795683,45.503899
"9",Érosion,"82025",Chelsea,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-05-21,,,,2022-02-23,-75.869794,45.58546
"9",Érosion,"82025",Chelsea,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-05-18,,Oui,,2022-02-23,-75.781266,45.493092
"174",Panne de télécommunication,"90027",Lac-Édouard,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-02-05,2021-02-04,Non,,2021-03-12,-72.27632,47.659723
"25",Panne d'électricité,"80090",Montpellier,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-24,2022-05-22,Non,,,-75.165405,45.856317
"248",Alimentation publique en eau potable,"99130",Kangiqsujuaq,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-02-25,2022-02-25,Oui,le 25 est la date du signalement,2022-03-09,-71.961166,61.597034
"101",Mouvement de terrain,"32065",Lyster,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-07-10,,Oui,L'événement serait survenu en 2016,2021-10-18,-71.58397,46.373588
"88",Incendie industriel,"32065",Lyster,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-01-15,2021-01-15,Non,,2021-03-11,-71.610742,46.37276
"142",Tempête hivernale,"52017",Lanoraie,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-02-25,2022-02-25,Non,,2022-03-10,-73.218193,45.960804
"101",Mouvement de terrain,"27008",Saint-Victor,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-04-14,,Oui,"Selon la Ville, il semble que les berges ont commencé à se détériorer depuis l’Ouragan Irène d’août 2011. Mais que cela s'est aggravé il y a deux ans.",2021-06-21,-70.923107,46.153971
"9",Érosion,"27008",Saint-Victor,Très précise,Érosion côtière - Face au 6 rue Fortin Saint-Victor,Menace faible ou non-existante à la vie ou la propriété,2020-05-11,2019-11-01,Non,,2020-12-11,-70.950195,46.108403
"9",Érosion,"27008",Saint-Victor,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-05-07,,Oui,,2022-02-23,-70.917375,46.175361
"138",Orage violent,"76025",Gore,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-23,2022-05-22,Non,,2022-06-08,-74.255317,45.765139
"101",Mouvement de terrain,"76025",Gore,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-04-12,2022-04-12,Non,,,-74.257669,45.75175
"8",Inondation,"35055",Trois-Rives,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-17,,,,2022-06-03,-72.699658,46.915156
"139",Tornade,"46050",Dunham,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-10-18,2021-10-16,Non,,2022-02-23,-72.799853,45.13887
"10",Matières dangereuses,"46050",Dunham,Imprécise,,Menace possible à la vie ou à la propriété,2021-09-07,2021-09-07,Non,,2021-10-15,-72.799853,45.13887
"8",Inondation,"45030",Potton,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-02-18,2022-02-18,Non,,2022-03-15,-72.295234,45.092415
"0",Autre,"45030",Potton,Précise,,Menace possible à la vie ou à la propriété,2021-05-10,2021-05-08,Oui,Entre le 5 et le 9 mai,2021-10-15,-72.286382,45.072519
"8",Inondation,"21005",Saint-Tite-des-Caps,Imprécise,,Menace possible à la vie ou à la propriété,2020-12-25,2020-12-25,Non,,2021-03-26,-70.771212,47.141666
"25",Panne d'électricité,"04025",Marsoui,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-02,,,,2021-03-05,-66.068269,49.213058
"8",Inondation,"04025",Marsoui,Précise,,Menace faible ou non-existante à la vie ou la propriété,2021-09-04,2021-09-04,Non,,2021-10-18,-66.075842,49.196312
"8",Inondation,"04025",Marsoui,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-18,2022-05-18,Non,,2022-06-15,-66.075547,49.19636
"8",Inondation,"02005",Percé,Précise,,Menace faible ou non-existante à la vie ou la propriété,2020-12-02,2020-12-02,Non,,2021-04-19,-64.341301,48.611927
"8",Inondation,"02005",Percé,Précise,,Menace faible ou non-existante à la vie ou la propriété,2021-04-02,2021-04-02,Non,,2021-05-07,-64.333031,48.614502
"248",Alimentation publique en eau potable,"82005",L'Ange-Gardien,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-23,2022-05-23,Non,,,-75.451499,45.62718
"101",Mouvement de terrain,"96025",Pointe-Lebel,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-12-17,2020-12-13,Non,,2021-10-13,-68.184243,49.109773
"101",Mouvement de terrain,"96025",Pointe-Lebel,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-12-07,,Oui,Suite aux pluies du 1er au 3 décembre 2020,2021-03-26,-68.32503,49.179939
"158",Fermeture de route,"93042",Alma,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-27,2022-05-27,Non,,2022-07-13,-71.644943,48.553468
"101",Mouvement de terrain,"93042",Alma,Très précise,Glissement de terrain derrière le 322 Alarie suite à un bris d'aqueduc,Menace faible ou non-existante à la vie ou la propriété,2020-10-27,2020-10-26,Non,,2021-08-30,-71.637781,48.54368
"101",Mouvement de terrain,"93042",Alma,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-05-19,,Oui,Probable le printemps de 2020,2021-06-08,-71.617026,48.536175
"101",Mouvement de terrain,"93042",Alma,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-31,,Oui,,,-71.737742,48.669921
"101",Mouvement de terrain,"93042",Alma,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-06-28,,Oui,Aucune précision fournie par la municipalité,,-71.633378,48.543377
"101",Mouvement de terrain,"93042",Alma,Très précise,Glissement de terrain à risque pour une résidence secondaire,Menace possible à la vie ou à la propriété,2022-05-29,2022-05-27,Non,,,-71.69712,48.661362
"25",Panne d'électricité,"93042",Alma,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-07-21,2022-07-21,Non,,,-71.644943,48.553468
"8",Inondation,"93042",Alma,Imprécise,,Menace possible à la vie ou à la propriété,2022-05-21,2022-05-21,Non,,2022-07-13,-71.644943,48.553468
"158",Fermeture de route,"83090",Aumond,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-04-26,2022-04-25,Oui,Fermeture d'une voie le 2022-04-14 et dégradation du ponceau hier (2022-04-25),2022-05-16,-75.892869,46.467743
"158",Fermeture de route,"83090",Aumond,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-04-27,2022-04-27,Non,,2022-07-20,-75.898365,46.507039
"8",Inondation,"83090",Aumond,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-25,2022-05-24,Non,,2022-07-20,-75.892869,46.467743
"101",Mouvement de terrain,"62912",Saint-Guillaume-Nord,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-11-09,,Oui,,2022-03-08,-73.86953,46.36048
"101",Mouvement de terrain,"80020",Notre-Dame-de-la-Paix,Très précise,,Menace possible à la vie ou à la propriété,2021-01-11,2020-12-25,Non,,2022-02-23,-74.999936,45.759344
"101",Mouvement de terrain,"80020",Notre-Dame-de-la-Paix,Très précise,"Coordonnées GPS : Latitude	(45.759432) ; Longitude	(-74.999898)",Menace faible ou non-existante à la vie ou la propriété,2021-03-25,2021-03-25,Non,,2021-12-15,-74.999855,45.760349
"25",Panne d'électricité,"80020",Notre-Dame-de-la-Paix,Imprécise,,Gravité inconnue,2022-05-23,2022-05-21,Non,,,-74.965227,45.808204
"0",Autre,"80020",Notre-Dame-de-la-Paix,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-03-19,2022-03-19,Non,,,-74.965227,45.808204
"8",Inondation,"34128",Saint-Raymond,Imprécise,,Gravité inconnue,2020-08-05,2020-08-05,Non,,2021-01-07,-71.835094,46.867186
"8",Inondation,"34128",Saint-Raymond,Précise,,Menace faible ou non-existante à la vie ou la propriété,2020-12-25,2020-12-25,Non,,2021-03-26,-71.837563,46.891948
"248",Alimentation publique en eau potable,"37067",Trois-Rivières,Imprécise,,Gravité inconnue,2021-05-20,2021-05-20,Non,,2021-08-18,-72.577187,46.350882
"171",Vent violent,"37067",Trois-Rivières,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-12-10,,Oui,,2022-02-23,-72.577187,46.350882
"114",Maladie infectieuse,"37067",Trois-Rivières,Imprécise,,Gravité inconnue,2020-12-04,2020-12-04,Non,,2022-02-23,-72.577187,46.350882
"101",Mouvement de terrain,"37067",Trois-Rivières,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-06-09,2021-06-08,Non,,2021-08-18,-72.531572,46.36914
"0",Autre,"37067",Trois-Rivières,Imprécise,,Menace possible à la vie ou à la propriété,2021-06-08,2021-06-08,Non,,2021-08-18,-72.577187,46.350882
"138",Orage violent,"78115",La Conception,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-21,2022-05-21,Non,,2022-06-08,-74.694316,46.151286
"101",Mouvement de terrain,"78115",La Conception,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-03-24,,Oui,Constaté le 23 mars 2022,,-74.676845,46.122563
"8",Inondation,"78115",La Conception,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-06-30,2021-06-30,Non,,2022-02-23,-74.694316,46.151286
"8",Inondation,"78115",La Conception,Précise,,Menace importante à la vie ou à la propriété,2021-03-28,2021-03-27,Non,,2021-10-26,-74.69648,46.157367
"8",Inondation,"78115",La Conception,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-06-23,2022-06-23,Non,,2022-06-27,-74.694316,46.151286
"138",Orage violent,"62037",Rawdon,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-24,2022-05-21,Non,,2022-06-08,-73.724131,46.047444
"101",Mouvement de terrain,"62037",Rawdon,Très précise,Glissement de terrain,Menace possible à la vie ou à la propriété,2021-01-06,2020-12-25,Non,,2022-01-24,-73.716951,46.043625
"101",Mouvement de terrain,"62037",Rawdon,Très précise,Glissementde terrain en zone cartographiée par la MRC,Menace faible ou non-existante à la vie ou la propriété,2020-08-17,,Oui,,2021-11-11,-73.665328,46.040079
"90",Feu urbain,"62037",Rawdon,Imprécise,,Menace possible à la vie ou à la propriété,2021-03-07,2021-03-07,Non,,2021-03-28,-73.724131,46.047444
"25",Panne d'électricité,"84045",Thorne,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-12-13,2021-12-11,Non,,2022-02-23,-76.3878,45.76199
"101",Mouvement de terrain,"53072",Yamaska,Très précise,,Menace importante à la vie ou à la propriété,2022-03-22,2022-03-22,Non,,,-72.895283,45.976795
"8",Inondation,"53072",Yamaska,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-03-18,2022-03-18,Non,,2022-04-12,-72.903422,46.007038
"101",Mouvement de terrain,"04015",Mont-Saint-Pierre,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-09-04,2021-09-04,Non,,2021-10-18,-65.809382,49.168585
"138",Orage violent,"62085",Saint-Michel-des-Saints,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-22,,,,2022-06-08,-73.922641,46.675453
"101",Mouvement de terrain,"94225",Saint-Félix-d'Otis,Très précise,,Menace possible à la vie ou à la propriété,2022-06-13,2022-06-13,Non,,,-70.639373,48.296137
"8",Inondation,"94225",Saint-Félix-d'Otis,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-04-26,2022-04-26,Non,,2022-07-13,-70.633188,48.27656
"0",Autre,"94225",Saint-Félix-d'Otis,Imprécise,,Menace possible à la vie ou à la propriété,2020-08-31,2020-08-31,Non,,2020-09-10,-70.633188,48.27656
"101",Mouvement de terrain,"93020",Hébertville,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-06-16,2022-06-10,Non,,,-71.641343,48.361997
"101",Mouvement de terrain,"93020",Hébertville,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-06-27,,Oui,,2022-06-27,-71.626115,48.358152
"8",Inondation,"93020",Hébertville,Précise,,Menace possible à la vie ou à la propriété,2020-12-26,2020-12-26,Non,,2021-03-25,-71.701154,48.346448
"8",Inondation,"93020",Hébertville,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-06-13,,Oui,,,-71.680783,48.389357
"8",Inondation,"52030",Sainte-Élisabeth,Précise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-25,2021-03-25,Non,,2021-10-26,-73.374834,46.142651
"8",Inondation,"02015",Grande-Rivière,Précise,,Menace faible ou non-existante à la vie ou la propriété,2020-12-02,2020-12-02,Non,,2021-04-19,-64.51659,48.408886
"25",Panne d'électricité,"04030",La Martre,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-02,2021-03-02,Non,,2021-03-05,-66.167009,49.204309
"101",Mouvement de terrain,"79050",L'Ascension,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-09,,Oui,,,-74.828985,46.54923
"10",Matières dangereuses,"39030",Chesterville,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-06-06,2022-06-06,Non,,2022-06-21,-71.820898,45.963813
"101",Mouvement de terrain,"04020",Rivière-à-Claude,Très précise,,Menace possible à la vie ou à la propriété,2021-04-29,2021-04-29,Non,,2021-09-01,-65.945663,49.226513
"8",Inondation,"04020",Rivière-à-Claude,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-09-04,2021-09-04,Non,,2021-10-18,-65.887987,49.213473
"101",Mouvement de terrain,"99085",Inukjuak,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-06-23,2021-06-22,Non,,2021-06-28,-78.058134,58.476973
"101",Mouvement de terrain,"37215",Sainte-Geneviève-de-Batiscan,Très précise,,Gravité inconnue,2021-01-25,2021-01-25,Oui,"On ne connaît pas la date précise, mais l'absence de neige dans le taluse et dans l'escarpement suggère qu'il peut être survenu récemment",2021-05-10,-72.341953,46.568681
"101",Mouvement de terrain,"37215",Sainte-Geneviève-de-Batiscan,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-04-14,2021-04-14,Oui,Printemps 2021,2021-08-18,-72.356918,46.548996
"101",Mouvement de terrain,"37215",Sainte-Geneviève-de-Batiscan,Très précise,72 m de largeur,Menace faible ou non-existante à la vie ou la propriété,2021-06-01,2021-06-01,Non,,2021-08-18,-72.368536,46.508815
"101",Mouvement de terrain,"54048",Saint-Hyacinthe,Très précise,,Gravité inconnue,2021-10-18,,,,2022-04-12,-72.933216,45.611223
"10",Matières dangereuses,"54048",Saint-Hyacinthe,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-03-28,2022-02-19,Non,,2022-04-12,-73.015148,45.602634
"101",Mouvement de terrain,"99075",Kuujjuarapik,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-04-23,2021-04-22,Non,,2021-11-30,-77.621903,55.286503
"101",Mouvement de terrain,"80140",Val-des-Bois,Très précise,,Menace possible à la vie ou à la propriété,2022-04-11,,Oui,,,-75.63294,45.85274
"158",Fermeture de route,"79110",Mont-Saint-Michel,Imprécise,,Menace possible à la vie ou à la propriété,2022-04-26,2022-04-26,Non,,2022-04-27,-75.339196,46.778915
"8",Inondation,"44080",Waterville,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-02-18,2022-02-18,Non,,2022-03-15,-71.853541,45.346793
"101",Mouvement de terrain,"51065",Saint-Alexis-des-Monts,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-17,2022-05-17,Non,,2022-05-19,-73.170275,46.580851
"39",Feu de forêt,"92902",Passes-Dangereuses,Précise,,Menace faible ou non-existante à la vie ou la propriété,2020-06-16,2020-06-16,Non,,2020-11-02,-70.870882,49.629849
"39",Feu de forêt,"92902",Passes-Dangereuses,Imprécise,,Menace possible à la vie ou à la propriété,2021-06-08,2021-06-08,Non,,2021-08-16,-72.074907,48.961604
"158",Fermeture de route,"09092",Sainte-Luce,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-02-03,2021-02-02,Non,,2021-02-04,-68.40245,48.541603
"25",Panne d'électricité,"09092",Sainte-Luce,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-04-23,2021-04-23,Non,,2021-04-26,-68.40245,48.541603
"8",Inondation,"92030",Albanel,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-17,2022-05-17,Non,,2022-05-30,-72.334696,48.968187
"9",Érosion,"52007",Lavaltrie,Très précise,Érosion en bordure de la rivière Saint-Jean.,Menace faible ou non-existante à la vie ou la propriété,2022-06-29,,Oui,L'érosion se fait depuis 2014.,,-73.289471,45.869336
"25",Panne d'électricité,"67015",La Prairie,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-12-13,2021-12-12,Non,,2022-02-23,-73.51333,45.393554
"8",Inondation,"67015",La Prairie,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-03-18,2022-03-18,Non,,2022-04-12,-73.458883,45.41998
"101",Mouvement de terrain,"99877",Kuujjuarapik,Très précise,Glissement de terrain,Menace faible ou non-existante à la vie ou la propriété,2022-06-20,,Oui,,,-76.67526,55.99403
"101",Mouvement de terrain,"11045",Notre-Dame-des-Neiges,Très précise,,Menace possible à la vie ou à la propriété,2022-06-23,2022-06-15,Oui,,,-69.211867,48.098962
"101",Mouvement de terrain,"61030",Notre-Dame-des-Prairies,Très précise,Mouvement de sol,Menace possible à la vie ou à la propriété,2021-04-27,2021-04-16,Non,,2022-03-21,-73.430126,46.047084
"101",Mouvement de terrain,"61030",Notre-Dame-des-Prairies,Très précise,,Menace possible à la vie ou à la propriété,2022-07-18,,Oui,Vers la mi-avril (fonte des neiges),,-73.453528,46.0547
"8",Inondation,"61030",Notre-Dame-des-Prairies,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-12-25,2020-12-25,Non,,2021-05-14,-73.431076,46.044174
"158",Fermeture de route,"38040",Sainte-Sophie-de-Lévrard,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-29,2021-03-26,Non,,2021-08-18,-72.111141,46.426987
"154",Fermeture de pont,"79030",Nominingue,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-04-12,2022-04-12,Non,,2022-06-21,-75.024782,46.39934
"139",Tornade,"79030",Nominingue,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-07-04,2022-07-01,Non,,,-75.024782,46.39934
"138",Orage violent,"79030",Nominingue,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-07-04,2022-06-22,Non,,2022-07-25,-75.024782,46.39934
"8",Inondation,"79030",Nominingue,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-30,2021-03-29,Non,,2021-10-26,-75.024782,46.39934
"8",Inondation,"38010",Bécancour,Imprécise,,Menace possible à la vie ou à la propriété,2021-03-25,2021-03-25,Non,,2021-08-18,-72.271084,46.399883
"8",Inondation,"38010",Bécancour,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-19,2022-05-19,Non,,,-72.44195,46.372315
"0",Autre,"38010",Bécancour,Précise,,Menace possible à la vie ou à la propriété,2022-02-02,2022-02-02,Non,,2022-06-15,-72.525462,46.328823
"9",Érosion,"46035",Bedford,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-11-06,,,,2021-04-19,-72.987499,45.122068
"101",Mouvement de terrain,"42078",Ulverton,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-05-31,2021-05-25,Oui,Cause anthropique: travaux réalisés avant le 7 mai 2021,2021-10-15,-72.204292,45.689775
"101",Mouvement de terrain,"93030",Saint-Bruno,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-08-27,2020-08-05,Non,,2021-03-18,-71.637136,48.463828
"101",Mouvement de terrain,"93030",Saint-Bruno,Très précise,Glissement de terrain,Menace possible à la vie ou à la propriété,2022-07-04,,Oui,Au début juillet,,-71.639564,48.465648
"101",Mouvement de terrain,"94210",L'Anse-Saint-Jean,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-08-05,2020-08-05,Non,,2021-03-18,-70.207476,48.240698
"101",Mouvement de terrain,"94210",L'Anse-Saint-Jean,Très précise,Mur de soutènement en bois pourri,Menace faible ou non-existante à la vie ou la propriété,2021-11-10,,Oui,Usure normal d'un mur de soutènement,2021-12-09,-70.201492,48.23503
"101",Mouvement de terrain,"94210",L'Anse-Saint-Jean,Très précise,Glissement de terrain,Menace possible à la vie ou à la propriété,2022-04-27,2022-04-27,Non,,,-70.181216,48.242038
"101",Mouvement de terrain,"94210",L'Anse-Saint-Jean,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-07-07,,Oui,début/ mi-juin 2022,,-70.292657,48.165605
"8",Inondation,"94210",L'Anse-Saint-Jean,Précise,,Menace possible à la vie ou à la propriété,2021-03-25,2021-03-25,Non,,2021-05-17,-70.202989,48.234614
