no_seq_observation,id_reseau,date_observation,code_municipalite,nom,urgence,certitude,type,severite,etat,imprecision
"27069",legs02,1998/01/05 00:00:00,"29020",Saint-Hilaire-de-Dorset,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27070",legs02,1998/01/05 00:00:00,"75045",Saint-Hippolyte,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27071",legs02,1997/01/05 00:00:00,"75045",Saint-Hippolyte,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27072",legs02,1998/01/05 00:00:00,"58030",Longueuil,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27073",legs02,1998/01/05 00:00:00,"54100",Saint-Hugues,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27074",legs02,1998/01/05 00:00:00,"54048",Saint-Hyacinthe,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27075",legs02,1998/01/05 00:00:00,"54048",Saint-Hyacinthe,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27076",legs02,1998/01/05 00:00:00,"46095",Saint-Ignace-de-Stanbridge,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27077",legs02,1998/01/05 00:00:00,"67040",Saint-Isidore,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27078",legs02,1998/01/05 00:00:00,"41012",Saint-Isidore-de-Clifton,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27079",legs02,1998/01/05 00:00:00,"31025",Saint-Jacques-le-Majeur-de-Wolfestown,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27080",legs02,1998/01/05 00:00:00,"68040",Saint-Jacques-le-Mineur,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27081",legs02,1998/01/05 00:00:00,"57033",Saint-Jean-Baptiste,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27082",legs02,1997/01/05 00:00:00,"50070",Nicolet,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27083",legs02,1998/01/05 00:00:00,"31100",Saint-Jean-de-Brébeuf,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27084",legs02,1998/01/05 00:00:00,"29075",Saint-Georges,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27085",legs02,1998/01/05 00:00:00,"56083",Saint-Jean-sur-Richelieu,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27086",legs02,1998/01/05 00:00:00,"75015",Saint-Jérôme,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27087",legs02,1998/01/05 00:00:00,"49057",Drummondville,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27088",legs02,1998/01/05 00:00:00,"47040",Saint-Joachim-de-Shefford,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27089",legs02,1998/01/05 00:00:00,"31045",Saint-Joseph-de-Coleraine,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27090",legs02,1998/01/05 00:00:00,"40005",Ham-Sud,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27091",legs02,1997/01/05 00:00:00,"51005",Maskinongé,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27092",legs02,1998/01/05 00:00:00,"53050",Saint-Joseph-de-Sorel,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27093",legs02,1998/01/05 00:00:00,"72025",Saint-Joseph-du-Lac,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27094",legs02,1998/01/05 00:00:00,"78102",Mont-Tremblant,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27095",legs02,1998/01/05 00:00:00,"54110",Saint-Jude,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27096",legs02,1998/01/05 00:00:00,"31035",Saint-Julien,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27097",legs02,1997/01/05 00:00:00,"51045",Saint-Justin,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27098",legs02,1998/01/05 00:00:00,"58010",Saint-Lambert,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27099",legs02,1998/01/05 00:00:00,"66023",Montréal,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27100",legs02,2006/12/01 00:00:00,"71105",Saint-Lazare,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27101",legs02,1998/01/05 00:00:00,"71105",Saint-Lazare,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27102",legs02,1998/01/05 00:00:00,"66023",Montréal,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27103",legs02,1998/01/05 00:00:00,"50042",Saint-Léonard-d'Aston,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27104",legs02,1997/01/05 00:00:00,"51035",Saint-Léon-le-Grand,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27105",legs02,1998/01/05 00:00:00,"54072",Saint-Liboire,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27106",legs02,1997/01/05 00:00:00,"63065",Saint-Liguori,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27107",legs02,1997/01/05 00:00:00,"63048",Saint-Lin - Laurentides,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27108",legs02,1998/01/05 00:00:00,"63048",Saint-Lin - Laurentides,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27109",legs02,1997/01/05 00:00:00,"63048",Saint-Lin - Laurentides,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27110",legs02,1998/01/05 00:00:00,"54120",Saint-Louis,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27111",legs02,1997/01/05 00:00:00,"37067",Trois-Rivières,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27112",legs02,1998/01/05 00:00:00,"70035",Saint-Louis-de-Gonzague,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27113",legs02,1998/01/05 00:00:00,"56083",Saint-Jean-sur-Richelieu,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27114",legs02,1997/01/05 00:00:00,"37225",Saint-Luc-de-Vincennes,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27115",legs02,1998/01/05 00:00:00,"49030",Saint-Lucien,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27116",legs02,1998/01/05 00:00:00,"30072",Saint-Ludger,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27117",legs02,1998/01/05 00:00:00,"49095",Saint-Majorique-de-Grantham,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27118",legs02,1998/01/05 00:00:00,"69035",Ormstown,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27119",legs02,1998/01/05 00:00:00,"44003",Saint-Malo,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27120",legs02,1998/01/05 00:00:00,"54125",Saint-Marcel-de-Richelieu,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27121",legs02,1998/01/05 00:00:00,"57050",Saint-Marc-sur-Richelieu,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27122",legs02,1998/01/05 00:00:00,"29045",Saint-Martin,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27123",legs02,1998/01/05 00:00:00,"55065",Saint-Mathias-sur-Richelieu,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27124",legs02,1998/01/05 00:00:00,"67005",Saint-Mathieu,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27125",legs02,1998/01/05 00:00:00,"57045",Saint-Mathieu-de-Beloeil,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27126",legs02,1998/01/05 00:00:00,"68050",Saint-Michel,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27127",legs02,1998/01/05 00:00:00,"55040",Rougemont,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27128",legs02,1998/01/05 00:00:00,"53072",Yamaska,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27129",legs02,1998/01/05 00:00:00,"48050",Saint-Nazaire-d'Acton,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27130",legs02,1998/01/05 00:00:00,"49057",Drummondville,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27131",legs02,1998/01/05 00:00:00,"39043",Saint-Norbert-d'Arthabaska,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27132",legs02,1998/01/05 00:00:00,"53032",Saint-Ours,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27133",legs02,1998/01/05 00:00:00,"68025",Saint-Patrice-de-Sherrington,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27134",legs02,1998/01/05 00:00:00,"61005",Saint-Paul,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27135",legs02,1998/01/05 00:00:00,"55015",Saint-Paul-d'Abbotsford,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27136",legs02,1998/01/05 00:00:00,"56035",Saint-Paul-de-l'Île-aux-Noix,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27137",legs02,1997/01/05 00:00:00,"51060",Saint-Paulin,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27138",legs02,1998/01/05 00:00:00,"67010",Saint-Philippe,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27139",legs02,1998/01/05 00:00:00,"54008",Saint-Pie,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27140",legs02,1998/01/05 00:00:00,"49130",Saint-Pie-de-Guire,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27141",legs02,1998/01/05 00:00:00,"32050",Saint-Pierre-Baptiste,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27142",legs02,1998/01/05 00:00:00,"46025",Pike River,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27143",legs02,1998/01/05 00:00:00,"72043",Saint-Placide,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27144",legs02,1998/01/05 00:00:00,"71020",Saint-Polycarpe,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27145",legs02,1998/01/05 00:00:00,"68055",Saint-Rémi,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27146",legs02,1998/01/05 00:00:00,"39020",Saint-Rémi-de-Tingwick,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27147",legs02,1998/01/05 00:00:00,"53020",Saint-Robert,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27148",legs02,1998/01/05 00:00:00,"30070",Saint-Robert-Bellarmin,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27149",legs02,1997/01/05 00:00:00,"63035",Saint-Roch-de-l'Achigan,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27150",legs02,1998/01/05 00:00:00,"53040",Saint-Roch-de-Richelieu,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27151",legs02,1998/01/05 00:00:00,"30100",Saint-Romain,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27152",legs02,1998/01/05 00:00:00,"39145",Saint-Rosaire,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27153",legs02,1998/01/05 00:00:00,"39130",Saint-Samuel,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27154",legs02,1998/01/05 00:00:00,"77043",Saint-Sauveur,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27155",legs02,1997/01/05 00:00:00,"77043",Saint-Sauveur,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27156",legs02,1998/01/05 00:00:00,"77043",Saint-Sauveur,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27157",legs02,1998/01/05 00:00:00,"30085",Saint-Sébastien,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27158",legs02,1997/01/05 00:00:00,"51030",Saint-Sévère,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27159",legs02,1998/01/05 00:00:00,"54090",Saint-Simon,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27160",legs02,1998/01/05 00:00:00,"80070",Saint-Sixte,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27161",legs02,1998/01/05 00:00:00,"39005",Saints-Martyrs-Canadiens,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27162",legs02,1998/01/05 00:00:00,"70040",Saint-Stanislas-de-Kostka,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27163",legs02,1998/01/05 00:00:00,"60020",Saint-Sulpice,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27164",legs02,1998/01/05 00:00:00,"71015",Saint-Télesphore,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27165",legs02,1998/01/05 00:00:00,"48045",Saint-Théodore-d'Acton,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27166",legs02,1998/01/05 00:00:00,"29005",Saint-Théophile,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27167",legs02,1998/01/05 00:00:00,"61027",Saint-Thomas,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27168",legs02,1998/01/05 00:00:00,"54048",Saint-Hyacinthe,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27169",legs02,1998/01/05 00:00:00,"70052",Salaberry-de-Valleyfield,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27170",legs02,1998/01/05 00:00:00,"70005",Saint-Urbain-Premier,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27171",legs02,1998/01/05 00:00:00,"56030",Saint-Valentin,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27172",legs02,1998/01/05 00:00:00,"39135",Saint-Valère,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27173",legs02,1998/01/05 00:00:00,"54065",Saint-Valérien-de-Milton,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27174",legs02,1998/01/05 00:00:00,"44005",Saint-Venant-de-Paquette,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27175",legs02,1998/01/05 00:00:00,"71025",Saint-Zotique,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27176",legs02,1998/01/05 00:00:00,"70052",Salaberry-de-Valleyfield,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27177",legs02,1998/01/05 00:00:00,"41038",Cookshire-Eaton,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27178",legs02,1998/01/05 00:00:00,"41080",Scotstown,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27179",legs02,1998/01/05 00:00:00,"66125",Senneville,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27180",legs02,1998/01/05 00:00:00,"84010",Shawville,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27181",legs02,1998/01/05 00:00:00,"47035",Shefford,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27182",legs02,1998/01/05 00:00:00,"43025",Sherbrooke,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27183",legs02,1998/01/05 00:00:00,"53052",Sorel-Tracy,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27184",legs02,1998/01/05 00:00:00,"46045",Stanbridge East,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27185",legs02,1998/01/05 00:00:00,"46030",Stanbridge Station,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27186",legs02,1998/01/05 00:00:00,"45008",Stanstead,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27187",legs02,1998/01/05 00:00:00,"44050",Stanstead-Est,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27188",legs02,1998/01/05 00:00:00,"42005",Stoke,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27189",legs02,1998/01/05 00:00:00,"30105",Stornoway,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27190",legs02,1998/01/05 00:00:00,"30110",Stratford,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27191",legs02,1998/01/05 00:00:00,"45090",Eastman,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27192",legs02,1998/01/05 00:00:00,"45105",Stukely-Sud,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27193",legs02,1998/01/05 00:00:00,"46060",Sutton,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27194",legs02,1998/01/05 00:00:00,"71075",Terrasse-Vaudreuil,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27195",legs02,1998/01/05 00:00:00,"64008",Terrebonne,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27196",legs02,1997/01/05 00:00:00,"64008",Terrebonne,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27197",legs02,1998/01/05 00:00:00,"31084",Thetford Mines,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27198",legs02,1998/01/05 00:00:00,"84045",Thorne,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27199",legs02,1998/01/05 00:00:00,"80050",Thurso,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27200",legs02,1998/01/05 00:00:00,"39025",Tingwick,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27201",legs02,1998/01/05 00:00:00,"71125",Très-Saint-Rédempteur,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27202",legs02,1998/01/05 00:00:00,"69030",Très-Saint-Sacrement,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27203",legs02,1997/01/05 00:00:00,"37067",Trois-Rivières,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27204",legs02,1997/01/05 00:00:00,"37067",Trois-Rivières,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27205",legs02,1998/01/05 00:00:00,"42078",Ulverton,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27206",legs02,1998/01/05 00:00:00,"48038",Upton,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27207",legs02,1998/01/05 00:00:00,"42060",Valcourt,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27208",legs02,1998/01/05 00:00:00,"78010",Val-David,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27209",legs02,1997/01/05 00:00:00,"78010",Val-David,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27210",legs02,1998/01/05 00:00:00,"80140",Val-des-Bois,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27211",legs02,1998/01/05 00:00:00,"78100",Val-des-Lacs,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27212",legs02,1997/01/05 00:00:00,"78100",Val-des-Lacs,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27213",legs02,1998/01/05 00:00:00,"82015",Val-des-Monts,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27214",legs02,1998/01/05 00:00:00,"42095",Val-Joli,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27215",legs02,1998/01/05 00:00:00,"78005",Val-Morin,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27216",legs02,1998/01/05 00:00:00,"30015",Val-Racine,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27217",legs02,1998/01/05 00:00:00,"59020",Varennes,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27218",legs02,1998/01/05 00:00:00,"71083",Vaudreuil-Dorion,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27219",legs02,1998/01/05 00:00:00,"71090",Vaudreuil-sur-le-Lac,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27220",legs02,1998/01/05 00:00:00,"56005",Venise-en-Québec,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27221",legs02,1998/01/05 00:00:00,"59025",Verchères,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27222",legs02,1998/01/05 00:00:00,"66023",Montréal,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27223",legs02,1998/01/05 00:00:00,"32013",Saint-Ferdinand,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27224",legs02,1998/01/05 00:00:00,"39062",Victoriaville,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27225",legs02,1998/01/05 00:00:00,"84070",Waltham,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27226",legs02,1998/01/05 00:00:00,"47030",Warden,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27227",legs02,1998/01/05 00:00:00,"39075",Warwick,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27228",legs02,1998/01/05 00:00:00,"47025",Waterloo,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27229",legs02,1998/01/05 00:00:00,"44080",Waterville,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27230",legs02,1998/01/05 00:00:00,"41097",Weedon,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27231",legs02,1998/01/05 00:00:00,"76035",Wentworth,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27232",legs02,1998/01/05 00:00:00,"77060",Wentworth-Nord,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27233",legs02,1997/01/05 00:00:00,"77060",Wentworth-Nord,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27234",legs02,1998/01/05 00:00:00,"41065",Westbury,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27235",legs02,1998/01/05 00:00:00,"66032",Westmount,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27236",legs02,1998/01/05 00:00:00,"49040",Wickham,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27237",legs02,1998/01/05 00:00:00,"42088",Windsor,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27238",legs02,1998/01/05 00:00:00,"40017",Wotton,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27239",legs02,1998/01/05 00:00:00,"83030",Gracefield,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27240",legs02,1997/01/05 00:00:00,"51020",Yamachiche,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
"27241",legs02,1998/01/05 00:00:00,"53072",Yamaska,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27242",legs02,1998/01/05 00:00:00,"53072",Yamaska,Passée,Observé,Pluie verglaçante,Extrême,Actuel,aucune
"27245",MARH01,2016/02/29 09:34:00,"05060",Caplan,Passée,Observé,Géomorphologique (ex. érosion),Normale,Exercice,aucune
"27251",EXLANM04,2015/04/13 20:15:00,"35055",Trois-Rives,Passée,Observé,Avalanche,Normale,Actuel,localisation
"27253",STWAT001,2016/03/02 11:39:00,"49058",Drummondville,Prévue,Observé,Inondation,Inconnue,Actuel,aucune
"27254",STWAT001,2016/03/02 11:40:00,"49058",Drummondville,Prévue,Observé,Inondation,Mineure,Actuel,aucune
"27376",LEGS02,2015/11/09 15:31:00,"15013",La Malbaie,Passée,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"27378",LEGS02,2016/01/26 15:40:00,"50072",Nicolet,Passée,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"27379",LEGS02,2016/02/10 15:44:00,"96025",Pointe-Lebel,Passée,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"27380",LEGS02,2016/01/13 15:50:00,"25213",Lévis,Passée,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"27623",LEGS02,2016/03/17 13:00:00,"39130",Saint-Samuel,Passée,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"27624",LEGS02,2016/03/28 13:07:00,"61005",Saint-Paul,Passée,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"27625",LEGS02,2016/03/25 22:00:00,"67050",Châteauguay,Passée,Observé,Feu urbain,Modérée,Actuel,localisation
"27626",LEGS02,2016/03/29 12:15:00,"01023",Les Îles-de-la-Madeleine,Passée,Observé,Écrasement d'avion,Importante,Actuel,aucune
"27666",LEGS02,2016/04/01 01:00:00,"82025",Chelsea,Passée,Observé,Incendie industriel,Modérée,Actuel,aucune
"27667",LEGS02,2016/03/31 12:30:00,"52035",Berthierville,Passée,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"27672",LEGS02,2016/04/02 10:30:00,"71133",Rigaud,Passée,Observé,Inondation,Modérée,Actuel,aucune
"27674",LEGS02,2016/04/02 10:30:00,"71133",Rigaud,Prévue,Observé,Inondation,Modérée,Actuel,aucune
"27675",LEGS02,2016/04/02 10:30:00,"71133",Rigaud,Passée,Observé,Inondation,Modérée,Actuel,aucune
"27678",LEGS02,2016/03/11 08:00:00,"44080",Waterville,Passée,Observé,Inondation,Modérée,Actuel,aucune
"27679",LEGS02,2016/04/01 22:00:00,"39062",Victoriaville,Passée,Observé,Inondation,Mineure,Actuel,aucune
"27680",LEGS02,2016/04/01 22:00:00,"39062",Victoriaville,Passée,Observé,Inondation,Mineure,Actuel,aucune
"27683",LEGS02,2016/03/31 15:30:00,"84055",Otter Lake,Passée,Observé,Inondation,Mineure,Actuel,localisation
"27684",LEGS02,2016/04/01 08:50:00,"80027",Saint-André-Avellin,Passée,Observé,Inondation,Mineure,Actuel,aucune
"27685",LEGS02,2016/04/01 11:30:00,"81017",Gatineau,Passée,Observé,Inondation,Mineure,Actuel,localisation
"27704",LEGS02,2016/04/01 11:00:00,"80065",Mayo,Passée,Observé,Inondation,Mineure,Actuel,localisation
"27706",LEGS02,2016/04/01 11:00:00,"80085",Mulgrave-et-Derry,Passée,Observé,Inondation,Mineure,Actuel,localisation
"27707",LEGS02,2016/04/01 11:00:00,"82015",Val-des-Monts,Passée,Observé,Inondation,Mineure,Actuel,localisation
"27708",LEGS02,2016/04/01 13:00:00,"84065",Mansfield-et-Pontefract,Passée,Observé,Inondation,Mineure,Actuel,localisation
"27714",LEGS02,2016/04/01 13:30:00,"82035",La Pêche,Passée,Observé,Inondation,Mineure,Actuel,localisation
"27715",LEGS02,2016/04/01 17:30:00,"66023",Montréal,Passée,Observé,Accident maritime,Mineure,Actuel,aucune
"27716",LEGS02,2016/04/02 01:45:00,"62037",Rawdon,Passée,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"27717",LEGS02,2016/04/02 12:00:00,"23027",Québec,Passée,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"27718",LEGS02,2016/04/02 16:00:00,"25213",Lévis,Passée,Observé,Alimentation publique en eau potable,Modérée,Actuel,aucune
"27719",LEGS02,2016/04/02 09:30:00,"76008",Saint-André-d'Argenteuil,Passée,Observé,Inondation,Modérée,Actuel,aucune
"27720",LEGS02,2016/04/02 09:30:00,"76008",Saint-André-d'Argenteuil,Passée,Observé,Inondation,Modérée,Actuel,aucune
"27722",LEGS02,2016/04/02 11:00:00,"76020",Lachute,Passée,Observé,Inondation,Modérée,Actuel,aucune
